timestamp,bot_on,player
0,0.0,7
1,0.0,7
2,0.0,7
3,0.0,7
4,0.0,7
5,0.0,7
6,0.0,7
7,0.0,7
8,0.0,7
9,0.0,7
10,0.0,7
11,0.0,7
12,0.0,7
13,0.0,7
14,0.0,7
15,0.0,7
16,0.0,7
17,0.0,7
18,0.0,7
19,0.0,7
20,0.0,7
21,0.0,7
22,0.0,7
23,0.0,7
24,0.0,7
25,0.0,7
26,0.0,7
27,0.0,7
28,0.0,7
29,0.0,7
30,0.0,7
31,0.0,7
32,0.0,7
33,0.0,7
34,0.0,7
35,0.0,7
36,0.0,7
37,0.0,7
38,0.0,7
39,0.0,7
40,0.0,7
41,0.0,7
42,0.0,7
43,0.0,7
44,0.0,7
45,0.0,7
46,0.0,7
47,0.0,7
48,0.0,7
49,0.0,7
50,0.0,7
51,0.0,7
52,0.0,7
53,0.0,7
54,0.0,7
55,0.0,7
56,0.0,7
57,0.0,7
58,0.0,7
59,0.0,7
60,0.0,7
61,0.0,7
62,0.0,7
63,0.0,7
64,0.0,7
65,0.0,7
66,0.0,7
67,0.0,7
68,0.0,7
69,0.0,7
70,0.0,7
71,0.0,7
72,0.0,7
73,0.0,7
74,0.0,7
75,0.0,7
76,0.0,7
77,0.0,7
78,0.0,7
79,0.0,7
80,0.0,7
81,0.0,7
82,0.0,7
83,0.0,7
84,0.0,7
85,0.0,7
86,0.0,7
87,0.0,7
88,0.0,7
89,0.0,7
90,0.0,7
91,0.0,7
92,0.0,7
93,0.0,7
94,0.0,7
95,0.0,7
96,0.0,7
97,0.0,7
98,0.0,7
99,0.0,7
100,0.0,7
101,0.0,7
102,0.0,7
103,0.0,7
104,0.0,7
105,0.0,7
106,0.0,7
107,0.0,7
108,0.0,7
109,0.0,7
110,0.0,7
111,0.0,7
112,0.0,7
113,0.0,7
114,0.0,7
115,0.0,7
116,0.0,7
117,0.0,7
118,0.0,7
119,0.0,7
120,0.0,7
121,0.0,7
122,0.0,7
123,0.0,7
124,0.0,7
125,0.0,7
126,0.0,7
127,0.0,7
128,0.0,7
129,0.0,7
130,0.0,7
131,0.0,7
132,0.0,7
133,0.0,7
134,0.0,7
135,0.0,7
136,0.0,7
137,0.0,7
138,0.0,7
139,0.0,7
140,0.0,7
141,0.0,7
142,0.0,7
143,0.0,7
144,0.0,7
145,0.0,7
146,0.0,7
147,0.0,7
148,0.0,7
149,0.0,7
150,0.0,7
151,0.0,7
152,0.0,7
153,0.0,7
154,0.0,7
155,0.0,7
156,0.0,7
157,0.0,7
158,0.0,7
159,0.0,7
160,0.0,7
161,0.0,7
162,0.0,7
163,0.0,7
164,0.0,7
165,0.0,7
166,0.0,7
167,0.0,7
168,0.0,7
169,0.0,7
170,0.0,7
171,0.0,7
172,0.0,7
173,0.0,7
174,0.0,7
175,0.0,7
176,0.0,7
177,0.0,7
178,0.0,7
179,0.0,7
180,0.0,7
181,0.0,7
