timestamp,bot_on,player
43135,0.0,2
43136,0.0,2
43137,0.0,2
43138,0.0,2
43139,0.0,2
43140,0.0,2
43141,0.0,2
43142,0.0,2
43143,0.0,2
43144,0.0,2
43145,0.0,2
43146,0.0,2
43147,0.0,2
43148,0.0,2
43149,0.0,2
43150,0.0,2
43151,0.0,2
43152,0.0,2
43153,0.0,2
43154,0.0,2
43155,0.0,2
43156,0.0,2
43157,0.0,2
43158,0.0,2
43159,0.0,2
43160,0.0,2
43161,0.0,2
43162,0.0,2
43163,0.0,2
43164,0.0,2
43165,0.0,2
43166,0.0,2
43167,0.0,2
43168,0.0,2
43169,0.0,2
43170,0.0,2
43171,0.0,2
43172,0.0,2
43173,0.0,2
43174,0.0,2
43175,0.0,2
43176,0.0,2
43177,0.0,2
43178,0.0,2
43179,0.0,2
43180,0.0,2
43181,0.0,2
43182,0.0,2
43183,0.0,2
43184,0.0,2
43185,0.0,2
43186,0.0,2
43187,0.0,2
43188,0.0,2
43189,0.0,2
43190,0.0,2
43191,0.0,2
43192,0.0,2
43193,0.0,2
43194,0.0,2
43195,0.0,2
43196,0.0,2
43197,0.0,2
43198,0.0,2
43199,0.0,2
43200,0.0,2
43201,0.0,2
43202,0.0,2
43203,0.0,2
43204,0.0,2
43205,0.0,2
43206,0.0,2
43207,0.0,2
43208,0.0,2
43209,0.0,2
43210,0.0,2
43211,0.0,2
43212,0.0,2
43213,0.0,2
43214,0.0,2
43215,0.0,2
43216,0.0,2
43217,0.0,2
43218,0.0,2
43219,0.0,2
43220,0.0,2
43221,0.0,2
43222,0.0,2
43223,0.0,2
43224,0.0,2
43225,0.0,2
43226,0.0,2
43227,0.0,2
43228,0.0,2
43229,0.0,2
43230,0.0,2
43231,0.0,2
43232,0.0,2
43233,0.0,2
43234,0.0,2
43235,0.0,2
43236,0.0,2
43237,0.0,2
43238,0.0,2
43239,0.0,2
43240,0.0,2
43241,0.0,2
43242,0.0,2
43243,0.0,2
43244,0.0,2
43245,0.0,2
43246,0.0,2
43247,0.0,2
43248,0.0,2
43249,0.0,2
43250,0.0,2
43251,0.0,2
43252,0.0,2
43253,0.0,2
43254,0.0,2
43255,0.0,2
43256,0.0,2
43257,0.0,2
43258,0.0,2
43259,0.0,2
43260,0.0,2
43261,0.0,2
43262,0.0,2
43263,0.0,2
43264,0.0,2
43265,0.0,2
43266,0.0,2
43267,0.0,2
43268,0.0,2
43269,0.0,2
43270,0.0,2
43271,0.0,2
43272,0.0,2
43273,0.0,2
43274,0.0,2
43275,0.0,2
43276,0.0,2
43277,0.0,2
43278,0.0,2
43279,0.0,2
43280,0.0,2
43281,0.0,2
43282,0.0,2
43283,0.0,2
43284,0.0,2
43285,0.0,2
43286,0.0,2
43287,0.0,2
43288,0.0,2
43289,0.0,2
43290,0.0,2
43291,0.0,2
43292,0.0,2
43293,0.0,2
43294,0.0,2
43295,0.0,2
43296,0.0,2
43297,0.0,2
43298,0.0,2
43299,0.0,2
43300,0.0,2
43301,0.0,2
43302,0.0,2
43303,0.0,2
43304,0.0,2
43305,0.0,2
43306,0.0,2
43307,0.0,2
43308,0.0,2
43309,0.0,2
43310,0.0,2
43311,0.0,2
43312,0.0,2
43313,0.0,2
43314,0.0,2
43315,0.0,2
43316,0.0,2
43317,0.0,2
43318,0.0,2
43319,0.0,2
43320,0.0,2
43321,0.0,2
43322,0.0,2
43323,0.0,2
43324,0.0,2
43325,0.0,2
43326,0.0,2
43327,0.0,2
43328,0.0,2
43329,0.0,2
43330,0.0,2
43331,0.0,2
43332,0.0,2
43333,0.0,2
43334,0.0,2
43335,0.0,2
43336,0.0,2
43337,0.0,2
43338,0.0,2
43339,0.0,2
43340,0.0,2
43341,0.0,2
43342,0.0,2
43343,0.0,2
43344,0.0,2
43345,0.0,2
43346,0.0,2
43347,0.0,2
43348,0.0,2
43349,0.0,2
43350,0.0,2
43351,0.0,2
43352,0.0,2
43353,0.0,2
43354,0.0,2
43355,0.0,2
43356,0.0,2
43357,0.0,2
43358,0.0,2
43359,0.0,2
43360,0.0,2
43361,0.0,2
43362,0.0,2
43363,0.0,2
43364,0.0,2
43365,0.0,2
43366,0.0,2
43367,0.0,2
43368,0.0,2
43369,0.0,2
43370,0.0,2
43371,0.0,2
43372,0.0,2
43373,0.0,2
43374,0.0,2
43375,0.0,2
43376,0.0,2
43377,0.0,2
43378,0.0,2
43379,0.0,2
43380,0.0,2
43381,0.0,2
43382,0.0,2
43383,0.0,2
43384,0.0,2
43385,0.0,2
43386,0.0,2
43387,0.0,2
43388,0.0,2
43389,0.0,2
43390,0.0,2
43391,0.0,2
43392,0.0,2
43393,0.0,2
43394,0.0,2
43395,0.0,2
43396,0.0,2
43397,0.0,2
43398,0.0,2
43399,0.0,2
43400,0.0,2
43401,0.0,2
43402,0.0,2
43403,0.0,2
43404,0.0,2
43405,0.0,2
43406,0.0,2
43407,0.0,2
43408,0.0,2
43409,0.0,2
43410,0.0,2
43411,0.0,2
43412,0.0,2
43413,0.0,2
43414,0.0,2
43415,0.0,2
43416,0.0,2
43417,0.0,2
43418,0.0,2
43419,0.0,2
43420,0.0,2
43421,0.0,2
43422,0.0,2
43423,0.0,2
43424,0.0,2
43425,0.0,2
43426,0.0,2
43427,0.0,2
43428,0.0,2
43429,0.0,2
43430,0.0,2
43431,0.0,2
43432,0.0,2
43433,0.0,2
43434,0.0,2
43435,0.0,2
43436,0.0,2
43437,0.0,2
43438,0.0,2
43439,0.0,2
43440,0.0,2
43441,0.0,2
43442,0.0,2
43443,0.0,2
43444,0.0,2
43445,0.0,2
43446,0.0,2
43447,0.0,2
43448,0.0,2
43449,0.0,2
43450,0.0,2
43451,0.0,2
43452,0.0,2
43453,0.0,2
43454,0.0,2
43455,0.0,2
43456,0.0,2
43457,0.0,2
43458,0.0,2
43459,0.0,2
43460,0.0,2
43461,0.0,2
43462,0.0,2
43463,0.0,2
43464,0.0,2
43465,0.0,2
43466,0.0,2
43467,0.0,2
43468,0.0,2
43469,0.0,2
43470,0.0,2
43471,0.0,2
43472,0.0,2
43473,0.0,2
43474,0.0,2
43475,0.0,2
43476,0.0,2
43477,0.0,2
43478,0.0,2
43479,0.0,2
43480,0.0,2
43481,0.0,2
43482,0.0,2
43483,0.0,2
43484,0.0,2
43485,0.0,2
43486,0.0,2
43487,0.0,2
43488,0.0,2
43489,0.0,2
43490,0.0,2
43491,0.0,2
43492,0.0,2
43493,0.0,2
43494,0.0,2
43495,0.0,2
43496,0.0,2
43497,0.0,2
43498,0.0,2
43499,0.0,2
43500,0.0,2
43501,0.0,2
43502,0.0,2
43503,0.0,2
43504,0.0,2
43505,0.0,2
43506,0.0,2
43507,0.0,2
43508,0.0,2
43509,0.0,2
43510,0.0,2
43511,0.0,2
43512,0.0,2
43513,0.0,2
43514,0.0,2
43515,0.0,2
43516,0.0,2
43517,0.0,2
43518,0.0,2
43519,0.0,2
43520,0.0,2
43521,0.0,2
43522,0.0,2
43523,0.0,2
43524,0.0,2
43525,0.0,2
43526,0.0,2
43527,0.0,2
43528,0.0,2
43529,0.0,2
43530,0.0,2
43531,0.0,2
43532,0.0,2
43533,0.0,2
43534,0.0,2
43535,0.0,2
43536,0.0,2
43537,0.0,2
43538,0.0,2
43539,0.0,2
43540,0.0,2
43541,0.0,2
43542,0.0,2
43543,0.0,2
43544,0.0,2
43545,0.0,2
43546,0.0,2
43547,0.0,2
43548,0.0,2
43549,0.0,2
43550,0.0,2
43551,0.0,2
43552,0.0,2
43553,0.0,2
43554,0.0,2
43555,0.0,2
43556,0.0,2
43557,0.0,2
43558,0.0,2
43559,0.0,2
43560,0.0,2
43561,0.0,2
43562,0.0,2
43563,0.0,2
43564,0.0,2
43565,0.0,2
43566,0.0,2
43567,0.0,2
43568,0.0,2
43569,0.0,2
43570,0.0,2
43571,0.0,2
43572,0.0,2
43573,0.0,2
43574,0.0,2
43575,0.0,2
43576,0.0,2
43577,0.0,2
43578,0.0,2
43579,0.0,2
43580,0.0,2
43581,0.0,2
